Pos	P(stop)	P(match)	P(mismatch)	P(ins)]	P(del)
3823	0.031728	0.970222	0.011898	0.007937	0.009943
3824	0.031744	0.970628	0.011433	0.007920	0.010019
3825	0.031751	0.970059	0.011888	0.008006	0.010047
3826	0.031771	0.970234	0.011806	0.008027	0.009933
3827	0.031774	0.970003	0.011823	0.007892	0.010282
3828	0.031788	0.969475	0.012288	0.007972	0.010265
3829	0.031821	0.969367	0.012392	0.007968	0.010272
3830	0.031828	0.969460	0.012213	0.007796	0.010530
3831	0.031848	0.969763	0.012117	0.007855	0.010265
3832	0.031861	0.970014	0.011693	0.007910	0.010383
3833	0.031891	0.969724	0.011938	0.007845	0.010493
3834	0.031901	0.969968	0.011604	0.007873	0.010555
3835	0.031905	0.969272	0.012159	0.008073	0.010497
3836	0.031921	0.970268	0.011400	0.007880	0.010452
3837	0.031925	0.970047	0.011821	0.007890	0.010242
3838	0.031928	0.969843	0.011880	0.007780	0.010497
3839	0.031938	0.969109	0.012570	0.007883	0.010439
3840	0.031941	0.970040	0.011604	0.007956	0.010401
3841	0.031941	0.970495	0.011342	0.007800	0.010363
3842	0.031955	0.969891	0.011939	0.007918	0.010253
3843	0.031961	0.969522	0.012332	0.007842	0.010304
3844	0.031965	0.970039	0.011667	0.007970	0.010325
3845	0.031968	0.969432	0.012036	0.008015	0.010518
3846	0.031971	0.969442	0.012201	0.008128	0.010229
3847	0.031985	0.970086	0.011774	0.007977	0.010163
3848	0.032011	0.969544	0.012057	0.008187	0.010212
3849	0.032018	0.970092	0.011526	0.008163	0.010219
3850	0.032028	0.969682	0.012023	0.008198	0.010098
3851	0.032038	0.969599	0.012033	0.008160	0.010209
3852	0.032045	0.969257	0.012112	0.008298	0.010333
3853	0.032051	0.969239	0.012275	0.008260	0.010226
3854	0.032055	0.969846	0.011950	0.007912	0.010292
3855	0.032058	0.969743	0.012033	0.008115	0.010109
3856	0.032058	0.969636	0.012357	0.007929	0.010078
3857	0.032065	0.970015	0.012068	0.007898	0.010019
3858	0.032071	0.969566	0.012382	0.007857	0.010195
3859	0.032078	0.970135	0.012054	0.007671	0.010140
3860	0.032085	0.969614	0.012589	0.007588	0.010209
3861	0.032091	0.969331	0.012575	0.007857	0.010237
3862	0.032098	0.969686	0.012427	0.007819	0.010068
3863	0.032115	0.969765	0.011962	0.008012	0.010261
3864	0.032125	0.969886	0.012034	0.007836	0.010244
3865	0.032132	0.969516	0.012407	0.007864	0.010213
3866	0.032138	0.970013	0.012189	0.007705	0.010092
3867	0.032152	0.969836	0.012045	0.007830	0.010289
3868	0.032168	0.969698	0.012128	0.007909	0.010265
3869	0.032172	0.969950	0.011935	0.007964	0.010151
3870	0.032182	0.970177	0.011569	0.008051	0.010203
3871	0.032192	0.969790	0.011962	0.008065	0.010183
3872	0.032205	0.969845	0.012132	0.007944	0.010079
3873	0.032215	0.970517	0.011507	0.007961	0.010014
3874	0.032222	0.969976	0.011932	0.007992	0.010100
3875	0.032225	0.969762	0.012166	0.008013	0.010059
3876	0.032232	0.970375	0.011946	0.007772	0.009907
3877	0.032245	0.970196	0.011677	0.007858	0.010269
3878	0.032258	0.969571	0.011949	0.008013	0.010466
3879	0.032265	0.969371	0.012357	0.007955	0.010318
3880	0.032278	0.969512	0.012057	0.008114	0.010318
3881	0.032288	0.969805	0.011905	0.008303	0.009987
3882	0.032295	0.970449	0.011512	0.008128	0.009911
3883	0.032298	0.969873	0.012174	0.008097	0.009856
3884	0.032305	0.969977	0.012002	0.008128	0.009894
3885	0.032315	0.969821	0.012212	0.008128	0.009839
3886	0.032325	0.969921	0.011978	0.008155	0.009946
3887	0.032332	0.969707	0.012188	0.008228	0.009877
3888	0.032332	0.969676	0.012247	0.008038	0.010039
3889	0.032339	0.969534	0.012306	0.008093	0.010067
3890	0.032352	0.969803	0.012071	0.008028	0.010098
3891	0.032362	0.969047	0.012523	0.008311	0.010119
3892	0.032369	0.969460	0.012147	0.008135	0.010257
3893	0.032372	0.969550	0.012006	0.008270	0.010174
3894	0.032375	0.969591	0.012220	0.008121	0.010067
3895	0.032382	0.970057	0.011399	0.008042	0.010502
3896	0.032389	0.969177	0.012462	0.007966	0.010395
3897	0.032392	0.969763	0.011844	0.008053	0.010340
3898	0.032392	0.969667	0.011879	0.007870	0.010585
3899	0.032399	0.969315	0.012279	0.008028	0.010378
3900	0.032409	0.969445	0.012248	0.008070	0.010237
3901	0.032425	0.969635	0.012141	0.007973	0.010251
3902	0.032432	0.969821	0.012065	0.008018	0.010095
3903	0.032435	0.969879	0.011810	0.008036	0.010275
3904	0.032445	0.969886	0.011745	0.008036	0.010334
3905	0.032465	0.969834	0.011859	0.008001	0.010306
3906	0.032485	0.969353	0.012442	0.007936	0.010268
3907	0.032495	0.970033	0.011652	0.007974	0.010341
3908	0.032499	0.969301	0.012377	0.007981	0.010341
3909	0.032505	0.969998	0.011766	0.007933	0.010303
3910	0.032509	0.970005	0.011790	0.007929	0.010276
3911	0.032512	0.970053	0.011704	0.007943	0.010300
3912	0.032519	0.970391	0.011483	0.007902	0.010224
3913	0.032522	0.969884	0.012039	0.007722	0.010355
3914	0.032529	0.970001	0.011725	0.007871	0.010404
3915	0.032539	0.970183	0.011670	0.007812	0.010335
3916	0.032539	0.969921	0.011829	0.007926	0.010324
3917	0.032542	0.970000	0.012077	0.007785	0.010138
3918	0.032549	0.969831	0.012164	0.007854	0.010152
3919	0.032555	0.970196	0.011767	0.007947	0.010090
3920	0.032566	0.969644	0.012461	0.007923	0.009973
3921	0.032576	0.969502	0.012350	0.007764	0.010383
3922	0.032582	0.969216	0.012188	0.007961	0.010635
3923	0.032589	0.969474	0.011853	0.008137	0.010535
3924	0.032599	0.969640	0.011871	0.008196	0.010294
3925	0.032609	0.969801	0.011978	0.008127	0.010094
3926	0.032609	0.970205	0.011716	0.007940	0.010139
3927	0.032622	0.969822	0.012137	0.008037	0.010004
3928	0.032629	0.969659	0.012278	0.008034	0.010028
3929	0.032632	0.969694	0.012109	0.008182	0.010015
3930	0.032636	0.970208	0.011878	0.008068	0.009846
3931	0.032642	0.969876	0.012306	0.008010	0.009808
3932	0.032659	0.969945	0.012051	0.008044	0.009960
3933	0.032669	0.969889	0.012151	0.007986	0.009974
3934	0.032676	0.970445	0.011682	0.007986	0.009887
3935	0.032696	0.970637	0.011389	0.008090	0.009884
3936	0.032706	0.969909	0.012293	0.007948	0.009850
3937	0.032709	0.969757	0.012135	0.008059	0.010050
3938	0.032709	0.969446	0.012452	0.008066	0.010036
3939	0.032712	0.969539	0.012362	0.008031	0.010067
3940	0.032722	0.969615	0.012186	0.008211	0.009988
3941	0.032732	0.969670	0.012376	0.007976	0.009978
3942	0.032749	0.970049	0.011814	0.008062	0.010075
3943	0.032756	0.969731	0.012056	0.007928	0.010285
3944	0.032759	0.970132	0.011918	0.007779	0.010171
3945	0.032776	0.969862	0.011807	0.007873	0.010458
3946	0.032786	0.969150	0.012481	0.007845	0.010524
3947	0.032806	0.969830	0.011663	0.007959	0.010548
3948	0.032813	0.969436	0.012336	0.007904	0.010324
3949	0.032829	0.969211	0.012643	0.007863	0.010282
3950	0.032836	0.969404	0.012619	0.007856	0.010120
3951	0.032846	0.969366	0.012416	0.008008	0.010210
3952	0.032866	0.969818	0.012026	0.008091	0.010065
3953	0.032873	0.970280	0.011619	0.007901	0.010200
3954	0.032883	0.970003	0.011854	0.007977	0.010166
3955	0.032883	0.970031	0.011740	0.008091	0.010138
3956	0.032889	0.969817	0.012040	0.007825	0.010318
3957	0.032893	0.970576	0.011512	0.007729	0.010183
3958	0.032899	0.970666	0.011398	0.007822	0.010114
3959	0.032903	0.970655	0.011685	0.007791	0.009869
3960	0.032923	0.970392	0.011909	0.007805	0.009893
3961	0.032936	0.970278	0.012037	0.007809	0.009876
3962	0.032943	0.970302	0.011879	0.007771	0.010049
3963	0.032953	0.970623	0.011406	0.007912	0.010059
3964	0.032969	0.970039	0.011724	0.008061	0.010177
3965	0.032993	0.970438	0.011227	0.008044	0.010291
3966	0.033003	0.969917	0.011876	0.007902	0.010305
3967	0.033010	0.969951	0.011783	0.008040	0.010226
3968	0.033020	0.969412	0.011914	0.008165	0.010509
3969	0.033020	0.969899	0.012173	0.007951	0.009977
3970	0.033020	0.970420	0.011641	0.007968	0.009970
3971	0.033033	0.970303	0.011887	0.007861	0.009950
3972	0.033036	0.970054	0.011990	0.007923	0.010033
3973	0.033036	0.970075	0.011973	0.007927	0.010026
3974	0.033043	0.969822	0.012073	0.008124	0.009981
3975	0.033050	0.970185	0.011952	0.007954	0.009909
3976	0.033056	0.970343	0.011690	0.008072	0.009895
3977	0.033063	0.970250	0.011832	0.007982	0.009936
3978	0.033076	0.970346	0.011652	0.008017	0.009985
3979	0.033080	0.969911	0.012105	0.008006	0.009978
3980	0.033093	0.970605	0.011549	0.008007	0.009840
3981	0.033093	0.970370	0.011687	0.008086	0.009857
3982	0.033126	0.970127	0.011770	0.008169	0.009933
3983	0.033140	0.969371	0.012572	0.008114	0.009944
3984	0.033150	0.969892	0.012333	0.007914	0.009861
3985	0.033166	0.969981	0.012282	0.007831	0.009906
3986	0.033180	0.969980	0.012182	0.007959	0.009879
3987	0.033193	0.970111	0.012082	0.007911	0.009896
3988	0.033210	0.969869	0.012182	0.008001	0.009948
3989	0.033216	0.969876	0.012300	0.007897	0.009927
3990	0.033223	0.969741	0.012144	0.008101	0.010014
3991	0.033237	0.970075	0.012176	0.007959	0.009790
3992	0.033243	0.969802	0.012058	0.008187	0.009952
3993	0.033257	0.970403	0.011889	0.007908	0.009800
3994	0.033260	0.969826	0.012387	0.008039	0.009748
3995	0.033267	0.969584	0.012463	0.008177	0.009776
3996	0.033287	0.969984	0.012093	0.007963	0.009959
3997	0.033310	0.969994	0.012104	0.008039	0.009863
3998	0.033313	0.970394	0.011679	0.008050	0.009877
3999	0.033313	0.969966	0.012014	0.008053	0.009966
4000	0.033327	0.970242	0.011662	0.008133	0.009963
4001	0.033347	0.970307	0.011656	0.008126	0.009912
4002	0.033353	0.970286	0.011811	0.007981	0.009922
4003	0.033363	0.970241	0.011780	0.008002	0.009977
4004	0.033373	0.969422	0.012233	0.008168	0.010178
4005	0.033380	0.969905	0.011981	0.008137	0.009978
4006	0.033383	0.969946	0.011953	0.008095	0.010005
4007	0.033403	0.970536	0.011677	0.007902	0.009885
4008	0.033407	0.969894	0.012306	0.007861	0.009940
4009	0.033420	0.969724	0.012088	0.007881	0.010306
4010	0.033433	0.969669	0.012061	0.007895	0.010375
4011	0.033440	0.969921	0.011646	0.007909	0.010524
4012	0.033443	0.969699	0.012161	0.007809	0.010330
4013	0.033460	0.970196	0.011833	0.007751	0.010220
4014	0.033467	0.969730	0.012175	0.007916	0.010179
4015	0.033470	0.970082	0.011975	0.007982	0.009961
4016	0.033474	0.969495	0.012462	0.008082	0.009961
4017	0.033477	0.969988	0.011906	0.008158	0.009947
4018	0.033484	0.969705	0.012068	0.008082	0.010144
4019	0.033500	0.969601	0.012441	0.007941	0.010017
4020	0.033507	0.969680	0.012376	0.007941	0.010003
4021	0.033520	0.969939	0.012183	0.008000	0.009879
4022	0.033527	0.970153	0.011993	0.007962	0.009893
4023	0.033547	0.969990	0.012035	0.008114	0.009862
4024	0.033554	0.970452	0.011810	0.007941	0.009796
4025	0.033554	0.969226	0.012808	0.007976	0.009990
4026	0.033564	0.969160	0.012712	0.007924	0.010204
4027	0.033570	0.969799	0.012142	0.007990	0.010069
4028	0.033580	0.969073	0.012919	0.007980	0.010028
4029	0.033597	0.969923	0.012063	0.007848	0.010166
4030	0.033614	0.969936	0.012063	0.007876	0.010125
4031	0.033617	0.970216	0.011680	0.007980	0.010125
4032	0.033624	0.969953	0.012267	0.007873	0.009907
4033	0.033627	0.969873	0.012267	0.007862	0.009997
4034	0.033637	0.970049	0.011977	0.008077	0.009897
4035	0.033647	0.969748	0.012257	0.007921	0.010074
4036	0.033657	0.969617	0.012181	0.007973	0.010229
4037	0.033674	0.969364	0.012347	0.008087	0.010202
4038	0.033691	0.969788	0.011960	0.008195	0.010057
4039	0.033694	0.969726	0.011874	0.008198	0.010202
4040	0.033697	0.969491	0.012209	0.008250	0.010050
4041	0.033707	0.969698	0.012005	0.008084	0.010212
4042	0.033714	0.969494	0.012106	0.008143	0.010257
4043	0.033737	0.969870	0.011999	0.008008	0.010123
4044	0.033754	0.969593	0.012313	0.008043	0.010050
4045	0.033764	0.970024	0.011844	0.008019	0.010113
4046	0.033777	0.969789	0.011937	0.007926	0.010348
4047	0.033787	0.970006	0.011882	0.007829	0.010282
4048	0.033797	0.970196	0.012000	0.007719	0.010085
4049	0.033814	0.970140	0.011965	0.007639	0.010255
4050	0.033817	0.970037	0.012028	0.007747	0.010189
4051	0.033827	0.969615	0.012231	0.007795	0.010359
4052	0.033831	0.969214	0.012152	0.008044	0.010590
4053	0.033834	0.969449	0.012000	0.008109	0.010442
4054	0.033847	0.969818	0.011789	0.008006	0.010387
4055	0.033861	0.969586	0.012094	0.007947	0.010373
4056	0.033871	0.969845	0.011824	0.008096	0.010235
4057	0.033877	0.969686	0.011665	0.008158	0.010491
4058	0.033881	0.969209	0.012464	0.008048	0.010280
4059	0.033894	0.969709	0.011883	0.008086	0.010321
4060	0.033901	0.969232	0.012519	0.008048	0.010201
4061	0.033904	0.969754	0.011939	0.008093	0.010214
4062	0.033911	0.969709	0.012074	0.008076	0.010142
4063	0.033918	0.969322	0.012264	0.008017	0.010398
4064	0.033928	0.969211	0.012492	0.007993	0.010305
4065	0.033931	0.969701	0.012264	0.008000	0.010035
4066	0.033938	0.969760	0.012185	0.007837	0.010218
4067	0.033958	0.969300	0.012513	0.007903	0.010284
4068	0.033971	0.969275	0.012451	0.008066	0.010208
4069	0.033974	0.970232	0.011763	0.007927	0.010077
4070	0.033991	0.969247	0.012610	0.007869	0.010274
4071	0.033998	0.969561	0.012223	0.007983	0.010233
4072	0.034008	0.969295	0.012528	0.007973	0.010205
4073	0.034024	0.969923	0.011982	0.007776	0.010319
4074	0.034028	0.969218	0.012573	0.007924	0.010285
4075	0.034048	0.969629	0.012369	0.007745	0.010257
4076	0.034061	0.969870	0.012096	0.007856	0.010178
4077	0.034064	0.969918	0.012069	0.008018	0.009995
4078	0.034084	0.970581	0.011626	0.007942	0.009850
4079	0.034088	0.970554	0.011692	0.007873	0.009881
4080	0.034091	0.970585	0.011903	0.007790	0.009722
4081	0.034104	0.969979	0.012238	0.007804	0.009978
4082	0.034115	0.969962	0.012083	0.007821	0.010134
4083	0.034125	0.969872	0.012142	0.007977	0.010009
4084	0.034135	0.969875	0.012384	0.007856	0.009885
4085	0.034141	0.970376	0.011648	0.007856	0.010120
4086	0.034155	0.970317	0.011862	0.007818	0.010003
4087	0.034165	0.970506	0.011652	0.007846	0.009996
4088	0.034168	0.970143	0.012201	0.007774	0.009882
4089	0.034175	0.969777	0.012485	0.007763	0.009975
4090	0.034185	0.969465	0.012651	0.007718	0.010166
4091	0.034201	0.970246	0.011849	0.007670	0.010235
4092	0.034215	0.970280	0.011815	0.007795	0.010111
4093	0.034225	0.970466	0.011480	0.007853	0.010201
4094	0.034238	0.969913	0.012375	0.007657	0.010056
4095	0.034248	0.969633	0.012316	0.007688	0.010363
4096	0.034271	0.969611	0.012406	0.007591	0.010391
4097	0.034291	0.968888	0.012210	0.008345	0.010557
4098	0.034291	0.969462	0.012134	0.007654	0.010751
4099	0.034301	0.970174	0.011677	0.007602	0.010547
4100	0.034318	0.969171	0.012162	0.008124	0.010544
4101	0.034328	0.970297	0.011830	0.007733	0.010139
4102	0.034331	0.970207	0.011771	0.007796	0.010226
4103	0.034345	0.969913	0.012076	0.007678	0.010333
4104	0.034358	0.970058	0.012055	0.007588	0.010299
4105	0.034375	0.970310	0.011886	0.007779	0.010026
4106	0.034388	0.969725	0.012304	0.007640	0.010330
4107	0.034395	0.970122	0.011886	0.007924	0.010068
4108	0.034402	0.969573	0.012374	0.007928	0.010126
4109	0.034408	0.969928	0.012180	0.007820	0.010071
4110	0.034425	0.970274	0.011606	0.007897	0.010223
4111	0.034435	0.970232	0.011648	0.007945	0.010175
4112	0.034435	0.969803	0.012142	0.007969	0.010085
4113	0.034445	0.970197	0.011690	0.008070	0.010044
4114	0.034455	0.969484	0.012284	0.008042	0.010189
4115	0.034468	0.969104	0.012533	0.008104	0.010258
4116	0.034475	0.969702	0.012330	0.007717	0.010252
4117	0.034482	0.969995	0.011707	0.008091	0.010207
4118	0.034488	0.970030	0.011956	0.007845	0.010169
4119	0.034492	0.970334	0.011863	0.007634	0.010169
4120	0.034495	0.969639	0.012406	0.007814	0.010141
4121	0.034495	0.970441	0.011624	0.007773	0.010162
4122	0.034502	0.969725	0.012371	0.007693	0.010210
4123	0.034508	0.970423	0.011773	0.007655	0.010148
4124	0.034528	0.969665	0.012099	0.007759	0.010477
4125	0.034535	0.970429	0.011556	0.007780	0.010235
4126	0.034542	0.969741	0.012099	0.007943	0.010218
4127	0.034545	0.970602	0.011608	0.007673	0.010117
4128	0.034548	0.970705	0.011615	0.007721	0.009958
4129	0.034555	0.970647	0.011487	0.007663	0.010204
4130	0.034569	0.969847	0.012403	0.007753	0.009997
4131	0.034575	0.970231	0.011871	0.007822	0.010076
4132	0.034579	0.969591	0.012296	0.007953	0.010159
4133	0.034592	0.969867	0.011847	0.007998	0.010287
4134	0.034609	0.969753	0.012145	0.008036	0.010066
4135	0.034622	0.969918	0.011865	0.008061	0.010156
4136	0.034629	0.969662	0.011965	0.007957	0.010416
4137	0.034639	0.969541	0.012162	0.007919	0.010378
4138	0.034645	0.969295	0.012252	0.007840	0.010613
4139	0.034652	0.969648	0.011976	0.007812	0.010565
4140	0.034672	0.968654	0.013207	0.007681	0.010458
4141	0.034682	0.969035	0.012564	0.007830	0.010572
4142	0.034695	0.969283	0.012042	0.007965	0.010710
4143	0.034712	0.969521	0.011848	0.007958	0.010673
4144	0.034722	0.969770	0.012087	0.007785	0.010358
4145	0.034729	0.969877	0.012160	0.007674	0.010289
4146	0.034739	0.969282	0.012260	0.007830	0.010628
4147	0.034752	0.969610	0.012008	0.007934	0.010448
4148	0.034755	0.969634	0.011735	0.007892	0.010739
4149	0.034765	0.969246	0.012147	0.008069	0.010538
4150	0.034772	0.969557	0.011911	0.008090	0.010442
4151	0.034779	0.970045	0.011929	0.007806	0.010220
4152	0.034786	0.969747	0.011912	0.008121	0.010220
4153	0.034802	0.970075	0.011587	0.008128	0.010210
4154	0.034819	0.969760	0.011985	0.008166	0.010089
4155	0.034826	0.969905	0.011891	0.008014	0.010190
4156	0.034829	0.969801	0.012182	0.007879	0.010138
4157	0.034842	0.970053	0.012006	0.007903	0.010038
4158	0.034856	0.969496	0.012590	0.007803	0.010110
4159	0.034862	0.969762	0.011840	0.008070	0.010328
4160	0.034872	0.968973	0.012764	0.007911	0.010353
4161	0.034876	0.969935	0.012096	0.007752	0.010218
4162	0.034889	0.969830	0.011892	0.007980	0.010298
4163	0.034892	0.970017	0.011965	0.007824	0.010194
4164	0.034909	0.969695	0.012062	0.007935	0.010308
4165	0.034916	0.970172	0.011768	0.007818	0.010242
4166	0.034919	0.970061	0.011733	0.007946	0.010260
4167	0.034919	0.969570	0.012256	0.007828	0.010346
4168	0.034929	0.969923	0.011868	0.007814	0.010395
4169	0.034936	0.969566	0.012322	0.007766	0.010346
4170	0.034956	0.969002	0.012810	0.007832	0.010357
4171	0.034966	0.969658	0.012305	0.007880	0.010156
4172	0.034969	0.970125	0.012031	0.007825	0.010018
4173	0.034976	0.969852	0.012146	0.007839	0.010164
4174	0.034982	0.970263	0.011762	0.007963	0.010011
4175	0.034982	0.969513	0.012371	0.007950	0.010167
4176	0.034989	0.970654	0.011243	0.007988	0.010115
4177	0.034999	0.969789	0.012025	0.008130	0.010057
4178	0.035006	0.970052	0.011939	0.008012	0.009998
4179	0.035013	0.969747	0.012056	0.007995	0.010202
4180	0.035013	0.969688	0.012264	0.007939	0.010109
4181	0.035026	0.970342	0.011818	0.007777	0.010064
4182	0.035029	0.970210	0.011942	0.007829	0.010019
4183	0.035043	0.970127	0.012015	0.007763	0.010095
4184	0.035053	0.969725	0.012385	0.007833	0.010057
4185	0.035063	0.969946	0.011704	0.007895	0.010455
4186	0.035073	0.970420	0.011576	0.007940	0.010064
4187	0.035079	0.970236	0.011777	0.007902	0.010085
4188	0.035096	0.970201	0.011985	0.007999	0.009815
4189	0.035099	0.969990	0.012317	0.007868	0.009826
4190	0.035129	0.970574	0.011784	0.007774	0.009868
4191	0.035139	0.970304	0.012203	0.007601	0.009892
4192	0.035146	0.969597	0.012836	0.007678	0.009889
4193	0.035156	0.969985	0.012245	0.007826	0.009944
4194	0.035159	0.970234	0.012162	0.007705	0.009899
4195	0.035159	0.969749	0.012453	0.007854	0.009944
4196	0.035169	0.970413	0.011885	0.007695	0.010006
4197	0.035173	0.970157	0.012325	0.007622	0.009896
4198	0.035179	0.969908	0.012411	0.007612	0.010069
4199	0.035183	0.970230	0.011951	0.007861	0.009958
4200	0.035196	0.970423	0.011910	0.007875	0.009792
4201	0.035203	0.970433	0.012069	0.007782	0.009716
4202	0.035209	0.970097	0.012280	0.007682	0.009941
4203	0.035209	0.970294	0.012142	0.007637	0.009927
4204	0.035216	0.970190	0.012135	0.007782	0.009893
4205	0.035219	0.970616	0.011758	0.007734	0.009893
4206	0.035226	0.970429	0.012028	0.007761	0.009782
4207	0.035236	0.970532	0.012118	0.007637	0.009713
4208	0.035246	0.970459	0.011865	0.007845	0.009831
4209	0.035253	0.970445	0.011838	0.007782	0.009935
4210	0.035263	0.970414	0.011776	0.007924	0.009886
4211	0.035270	0.970088	0.011942	0.008042	0.009928
4212	0.035270	0.970012	0.012080	0.007917	0.009990
4213	0.035286	0.970347	0.011914	0.007904	0.009835
4214	0.035293	0.970396	0.011769	0.007987	0.009849
4215	0.035293	0.970313	0.011977	0.007845	0.009866
4216	0.035300	0.970281	0.011759	0.008063	0.009897
4217	0.035303	0.970184	0.011769	0.007869	0.010177
4218	0.035306	0.970208	0.011845	0.007779	0.010167
4219	0.035330	0.969990	0.011839	0.007946	0.010226
4220	0.035346	0.969961	0.011666	0.008067	0.010306
4221	0.035363	0.969895	0.011926	0.007925	0.010254
4222	0.035380	0.970012	0.012016	0.007911	0.010060
4223	0.035383	0.970123	0.011957	0.007835	0.010085
4224	0.035390	0.970362	0.011912	0.007801	0.009926
4225	0.035400	0.970209	0.011936	0.007794	0.010061
4226	0.035406	0.970112	0.012210	0.007756	0.009922
4227	0.035413	0.970458	0.011784	0.007880	0.009877
4228	0.035416	0.970368	0.011646	0.007836	0.010151
4229	0.035433	0.969675	0.012273	0.007777	0.010276
4230	0.035453	0.969761	0.011961	0.007825	0.010452
4231	0.035460	0.970384	0.011453	0.007874	0.010290
4232	0.035473	0.970279	0.011591	0.007988	0.010141
4233	0.035477	0.969300	0.012252	0.008182	0.010266
4234	0.035487	0.969220	0.012308	0.008217	0.010255
4235	0.035493	0.969355	0.012052	0.008248	0.010345
4236	0.035500	0.969337	0.012308	0.008096	0.010259
4237	0.035507	0.969981	0.011792	0.007899	0.010328
4238	0.035523	0.970029	0.011793	0.008009	0.010169
4239	0.035530	0.970375	0.011550	0.008048	0.010027
4240	0.035547	0.969921	0.012174	0.007972	0.009934
4241	0.035557	0.970003	0.012188	0.007927	0.009882
4242	0.035563	0.970110	0.011921	0.008089	0.009879
4243	0.035573	0.970034	0.011911	0.008166	0.009889
4244	0.035583	0.969753	0.012081	0.008283	0.009883
4245	0.035590	0.970207	0.012008	0.008027	0.009758
4246	0.035600	0.970078	0.011891	0.008100	0.009931
4247	0.035600	0.969784	0.012122	0.008152	0.009942
4248	0.035600	0.969559	0.012313	0.008211	0.009917
4249	0.035610	0.970472	0.011527	0.007834	0.010167
4250	0.035617	0.970261	0.011901	0.007858	0.009980
4251	0.035627	0.970091	0.011891	0.007913	0.010105
4252	0.035643	0.970257	0.011604	0.007945	0.010195
4253	0.035653	0.970118	0.011739	0.007972	0.010171
4254	0.035667	0.970471	0.011067	0.008232	0.010230
4255	0.035670	0.970716	0.010856	0.008243	0.010185
4256	0.035677	0.970155	0.011355	0.008229	0.010261
4257	0.035684	0.969653	0.011836	0.008232	0.010278
4258	0.035684	0.969529	0.012058	0.008198	0.010216
4259	0.035704	0.969722	0.011805	0.008250	0.010223
4260	0.035710	0.970345	0.011577	0.008014	0.010064
4261	0.035717	0.970088	0.011771	0.008001	0.010140
4262	0.035740	0.969918	0.011851	0.008139	0.010092
4263	0.035747	0.970074	0.011743	0.008247	0.009936
4264	0.035764	0.969945	0.011896	0.008167	0.009992
4265	0.035774	0.969744	0.011990	0.008327	0.009940
4266	0.035780	0.969359	0.012242	0.008316	0.010082
4267	0.035790	0.969626	0.012004	0.008337	0.010034
4268	0.035800	0.969629	0.012045	0.008143	0.010183
4269	0.035814	0.969819	0.012066	0.008161	0.009954
4270	0.035830	0.969967	0.011734	0.008026	0.010273
4271	0.035850	0.969866	0.011862	0.008078	0.010194
4272	0.035860	0.969371	0.012257	0.008144	0.010228
4273	0.035884	0.969467	0.012206	0.007881	0.010447
4274	0.035884	0.969325	0.012278	0.007964	0.010433
4275	0.035894	0.969456	0.012344	0.007819	0.010381
4276	0.035901	0.969802	0.012015	0.008030	0.010152
4277	0.035917	0.969947	0.011680	0.008113	0.010260
4278	0.035927	0.969566	0.012234	0.007840	0.010361
4279	0.035927	0.970369	0.011396	0.007947	0.010288
4280	0.035947	0.970054	0.011929	0.007819	0.010198
4281	0.035951	0.969628	0.012265	0.007965	0.010143
4282	0.035967	0.969000	0.012349	0.008231	0.010420
4283	0.035971	0.969225	0.012196	0.008200	0.010378
4284	0.035974	0.969578	0.012117	0.008228	0.010077
4285	0.035981	0.969578	0.011968	0.008356	0.010098
4286	0.035987	0.969169	0.012422	0.008408	0.010001
4287	0.035994	0.969886	0.011809	0.008235	0.010070
4288	0.036004	0.969383	0.012204	0.008180	0.010233
4289	0.036007	0.968777	0.012702	0.008266	0.010254
4290	0.036014	0.969626	0.012138	0.008003	0.010233
4291	0.036027	0.969788	0.012093	0.007976	0.010143
4292	0.036034	0.969926	0.011882	0.008045	0.010147
4293	0.036041	0.969725	0.011626	0.008346	0.010303
4294	0.036047	0.969489	0.012003	0.008291	0.010216
4295	0.036054	0.969645	0.011945	0.008322	0.010088
4296	0.036067	0.969783	0.012121	0.008069	0.010026
4297	0.036071	0.969613	0.012114	0.008101	0.010172
4298	0.036077	0.969873	0.012035	0.008066	0.010026
4299	0.036091	0.969502	0.012465	0.008018	0.010016
4300	0.036097	0.970035	0.012136	0.007976	0.009853
4301	0.036104	0.969612	0.012042	0.008229	0.010117
4302	0.036114	0.969865	0.011807	0.008284	0.010044
4303	0.036124	0.970013	0.011966	0.008104	0.009916
4304	0.036128	0.970148	0.011807	0.008150	0.009895
4305	0.036128	0.969892	0.012029	0.008125	0.009954
4306	0.036128	0.969885	0.011776	0.008132	0.010207
4307	0.036134	0.969920	0.011641	0.008229	0.010210
4308	0.036148	0.969878	0.011963	0.008046	0.010114
4309	0.036158	0.969614	0.012271	0.008042	0.010072
4310	0.036161	0.969867	0.011821	0.008133	0.010179
4311	0.036168	0.970036	0.011863	0.007963	0.010138
4312	0.036171	0.969901	0.011950	0.008081	0.010069
4313	0.036181	0.969676	0.012005	0.008105	0.010214
4314	0.036188	0.969845	0.012057	0.008081	0.010017
4315	0.036208	0.969841	0.011912	0.008320	0.009927
4316	0.036214	0.969688	0.011829	0.008171	0.010312
4317	0.036231	0.969477	0.012009	0.008102	0.010412
4318	0.036241	0.969986	0.011583	0.007977	0.010454
4319	0.036251	0.969597	0.012027	0.008095	0.010281
4320	0.036258	0.970047	0.011899	0.008099	0.009955
